文章類別,文章標題,文章內容,文章來源,日期,文章網址,文字雲,關係圖,文章摘要
八卦 ( Gossiping ),[新聞] 監院公開資料：柯文哲夫婦「現金申報」,備註請放最後面 違者新聞文章刪除1.媒體來源:自由時報2.記者署名:方瑋立3.完整新聞標題:監院公開資料：柯文哲夫婦「現金申報」多年空白4.完整新聞內文:〔記者方瑋立／台北報導〕針對民眾黨主席柯文哲妻子陳佩琪昨（12）自曝遭檢調搜索保險箱內有現金合計100萬元，記者查詢監察院公開資料顯示，柯陳兩人財產申報多年現金申報皆「空白」，僅2017、2018兩年申報不到10萬元，然而2023公職候選人財產申報卻又恢復空白。陳佩琪昨接受媒體專訪時，自曝近日傳遭檢調搜索的名下銀行保險箱內有「金飾嫁妝、玉器以及各50萬元現金」，合計百萬現金。記者查詢監察院網站公開資料，發現柯文哲和陳佩琪兩人2015、2016年財產申報資料的現金部分皆空白。2017年申報現金97420元，債務則有授信（周轉金）2千萬元；2018年申報現金80164元，債務消失。另，2019年、2020年監院網站資料僅存目錄，但柯文哲2023年競選總統時，兩人公職候選人財產申報現金及債務部分，又恢復「空白」。此外，根據公開資料顯示，柯文哲2018年市長得票數580663票，選舉補助款一票30元，應得17419890元，金額較2017年債務為低。此前，柯文哲2014年市長選舉2500多萬補助款據稱已全數捐出。相關資料整理：【柯文哲歷年公職人員財產申報摘要】●2014年財產申報（廉政專刊86）：存款包含本人+陳佩琪+柯O瑄+柯O蓉共申報22678656元；有價證券6687750元；現金空白；債務貸款1千萬元。●2015年財產申報（廉政專刊119）：存款不含柯O瑄共13913015元，有價證券5012224元；現金空白；債務空白。●2016年財產申報（廉政專刊130）：存款不含柯O瑄共15893361元；有價證券3561383元；現金、債務皆空白。●2017年財產申報（廉政專刊146）：存款不含柯O瑄共24469487元；有價證券3088507元；現金97420元；債務授信（周轉金）2千萬元。●2018年財產申報（廉政專刊161）：存款不含柯O瑄共20817713元；有價證券2235797元；現金80164元；債務空白。●2019年、2020年監院網站僅存目錄。【柯文哲2023年公職候選人財產申報】存款（僅柯、陳）：24644212元；有價證券954063元；債務、現金皆空白。5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體: 大場面要來了？--,PTT,2024-09-13,https://www.pttbrain.com/ptt/article/M.1726219784.A.8EA,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/85b59034-0c78-4bbd-893e-55bb0e4f3555,https://d1pxdrw6gckt4w.cloudfront.net/network/662b351f-aebc-4275-82b8-5f7f75eca020,監察院公開的資料顯示，柯文哲及其妻子陳佩琪多年來的財產申報中現金部分大多為空白，僅在2017年和2018年申報不到10萬元。然而，陳佩琪近日自曝遭檢調搜索其銀行保險箱，內有合計100萬元的現金及其他物品。檢視過去的財產申報資料，2015和2016年現金部分空白，2017年申報現金97420元，2018年申報80164元，之後的2019和2020年資料僅存目錄，2023年競選總統時現金申報又恢復空白。根據資料，柯文哲曾在2014年市長選舉中獲得2500多萬元補助款並全數捐出，2018年市長選舉得票580663票，應得選舉補助款17419890元。這些財產申報資料顯示出柯文哲及其妻子的現金申報情況多次變動，引發外界關注。
八卦 ( Gossiping ),[新聞] 民調／5百萬民眾認為司法對柯文哲不公,民調／5百萬民眾認為司法對柯文哲不公　45歲以上多認為法院公平審理記者杜冠霖／台北報導台灣民意基金會今（13日）公布「台灣社會對民眾黨主席柯文哲被收押的態度」民調，數據顯示，40.3%民眾認為有獲得法院公平審理，26.4%沒獲得法院公平審理。台灣民意基金會指出，認為柯案沒獲得公平審理的人有二成六；在台灣，代表超過500萬人對柯案抱不平。而若與年齡交叉分析，則45歲以上，多數人認為柯案有獲得法院公平審理，45歲以下則呈現一半認為有，一半認為沒有的狀況。民調詢問：「9月5日台北地方法院改變三天前無保請回，改成收押禁見。一般說來，您覺得柯文哲有沒有獲得法院公平審理？」結果發現：40.3%民眾認為有獲得法院公平審理，26.4%沒獲得法院公平審理，12%很難說，21.4%不知道、拒答。最新民意顯示，二十歲以上台灣人中，四成認為柯文哲在京華城案（以下簡稱柯案）有獲得法院公平審理，二成六不認為，三成三很難說、不知道、拒答。台灣民意基金會指出，這項發現傳達了兩個訊息，一個是，台灣社會對柯案是否獲得法院公平審理看法分歧，但多數認為他有獲得公平審理；另一個是，認為柯案沒獲得公平審理的人有二成六；在台灣，代表超過500萬人對柯案抱不平。若與政黨支持傾向交叉分析，則民進黨支持者，六成五認為柯案有獲得法院公平審理，8.2%不認為，二成七很難說、不知道；國民黨支持者，三成五認為有，三成四認為沒有，三成二很難說、不知道；民眾黨支持者，8.8%認為有，八成認為沒有，一成一很難說、不知道；中性選民，二成認為有，二成一認為沒有，五成八很難說、不知道。此次調查由台灣民意基金會游盈隆教授負責問卷設計、報告撰寫、研究發現的判讀、及相關公共政策與政治意涵的解析；山水民意研究公司受本基金會委託，主要負責抽樣設計、電話訪談、資料清理與統計分析。訪問期間是2024年9月9-11日，共三天；對象以全國為範圍的二十歲以上成年人；抽樣方法採市話與手機並用的雙底冊抽樣（dual-frame random sampling），市話70%，手機30%。有效樣本 1016 人，市話 710 人，手機306人；抽樣誤差在95%信心水準下約正負3.07個百分點。並依內政部最新人口統計資料進行地區、性別、年齡及教育程度加權，以符合母體結構。經費來源是財團法人台灣民意教育基金會，簡稱台灣民意基金會(TPOF)。,PTT,2024-09-13,https://www.pttbrain.com/ptt/article/M.1726186893.A.A2C,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/d7db06c1-8a88-4b1d-98d2-0d6fea3e188c,https://d1pxdrw6gckt4w.cloudfront.net/network/d2ed0e0b-1374-4fc2-bdba-c6d8855486cc,台灣民意基金會公布了一項針對柯文哲被收押案件的民調。結果顯示，40.3%的受訪者認為柯文哲在法院獲得了公平審理，26.4%認為沒有，還有33.3%的人表示不確定或拒答。年齡層分析顯示，45歲以上的人多數認為審理是公平的，而45歲以下的人意見則較為分歧，約一半認為公平，一半認為不公平。政黨傾向分析中，民進黨支持者多數認為審理公平，而民眾黨支持者則有80%認為不公平。這項調查由台灣民意基金會委託，對象為全國20歲以上成年人，有效樣本1016人，調查期間為2024年9月9日至11日。調查結果反映了台灣社會對柯案看法的分歧，並且顯示有超過500萬人對柯案持不公正的看法。
八卦 ( Gossiping ),[問卦] 急用的錢放在「銀行保險箱」意義是啥,保險箱放現錢 合情合理但那指的應該要是自己家裡 公司 或任何自己可以隨時自由進出的地方如果保險箱是在銀行那你急用的時候 也要得透過銀行留程才能取出來不是嗎那跟你存進銀行 有差嗎唯一差別是 你不會有金錢進出紀錄在帳戶上只會看到你進出保險箱的紀錄而且銀行保險箱是要每個月花錢的吧講誇張一點生生世世一直放 加上時間價值等於有一天你放的金額早被這些服務費吃完了到底現金放在「銀行保險箱」 有什麼意義怎麼想都只是為了讓這筆錢不要曝光這樣的意義而以啊有沒有把鈔票現金放在銀行保險箱 到底想幹嘛的八卦--,PTT,2024-09-13,https://www.pttbrain.com/ptt/article/M.1726198425.A.B7B,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/e7c43030-aee1-4381-9857-6cbe70eec5bb,https://d1pxdrw6gckt4w.cloudfront.net/network/219669e3-1806-4eb7-ab04-18ad858cf7c3,        將現金放在銀行保險箱中看似合情合理，特別是如果這些現金需要隨時取用。然而，這樣做其實有諸多不便，因為當急需用錢時，仍需經過銀行的流程才能取出，與直接存入銀行的差別不大。唯一的不同在於，銀行保險箱不會在帳戶上留下金錢進出的紀錄，只會顯示保險箱的進出紀錄。此外，銀行保險箱每月需支付服務費，長期下來可能會抵消掉原本存放的金額。這樣做的唯一意義或許是為了避免這筆錢曝光，但實際上意義並不大。讀者們對於將鈔票現金放在銀行保險箱的做法感到困惑，紛紛討論這樣做的真正目的。
八卦 ( Gossiping ),[新聞] 陳佩琪保險箱放百萬！他提1點「怪怪的」,備註請放最後面 違者新聞文章刪除1.媒體來源:ETtoday新聞雲2.記者署名:記者施怡妏3.完整新聞標題:陳佩琪保險箱放百萬！他提1點「怪怪的」　一票卻喊合理：觀念很好4.完整新聞內文: (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:,PTT,2024-09-13,https://www.pttbrain.com/ptt/article/M.1726197251.A.D72,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/b188e655-d40c-42e0-bd91-fffb4a99bbe0,https://d1pxdrw6gckt4w.cloudfront.net/network/53d53404-f212-4cb3-b00f-41a2b0aa515f,陳佩琪將百萬元現金存放在保險箱的做法引起了關注和討論。有人指出這樣做有些「怪怪的」，但也有不少人認為這是合理且具有良好觀念的行為。這個話題引發了廣泛的爭論，讓人們對財務管理和安全存放現金的方式有了更多的思考。尤其是在經濟不穩定的時期，如何妥善保管現金成為了眾人關注的焦點。
八卦 ( Gossiping ),[爆卦] 連環爆！于北辰違規領取退休俸200萬,《陸海空軍軍官士官服役條例》第34及46條規定軍人退役後再擔任公職且月薪超過37000元的，不應該再享受退除給與,PTT,2024-09-13,https://www.pttbrain.com/ptt/article/M.1726215065.A.F0A,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/13df1877-6553-4c9a-a57f-44d5ce3257b4,https://d1pxdrw6gckt4w.cloudfront.net/network/83c60ae1-f9b9-426d-954a-a66095843e1f,于北辰違規領取退休俸200萬元，違反《陸海空軍軍官士官服役條例》第34及46條規定。該條例指出，軍人退役後若再擔任公職且月薪超過37000元，不應再享受退除給與。這一事件引發了社會的廣泛關注和討論，大家對于北辰的行為表示質疑和不滿，認為其應該按照法律規定處理，並追回不當領取的款項。
股票 ( Stock ),[閒聊] 2024/09/13 盤中閒聊,"==============113/09/13台股資訊重點整理，供股民做投資參考============台股21653.25▲622.25(+2.96%)成交量3080.30億台指09 21711▲705(+3.36%)成交91,688口盤後09 21802▲99(+0.46%)成交72,640口台指期未平倉口數自營商+559(+6,065) 投信+24,606(+252) 外資台指選未平倉口數自營商未平倉口數自營商+14,127(+385) 投信(+0) 外資(+2,269)----------------------------------------------道瓊工業41096.77▲235.06(0.58%)納斯達克17569.68▲174.15(1.00%)標普500 5595.76▲41.63(0.75%)費城半導4898.44--",PTT,2024-09-13,https://www.pttbrain.com/ptt/article/M.1726187402.A.F75,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/22dd750d-a8d1-4eab-90eb-1c280d5180b2,https://d1pxdrw6gckt4w.cloudfront.net/network/a0ee7b4e-2478-46c0-b758-9a2b7ab315b6,"        2024年9月13日，台股表現強勁，指數上漲622.25點，達到21653.25點，漲幅2.96%。成交量達到3080.30億元。台指期貨09月合約上漲705點，收於21711點，漲幅3.36%，成交量達到91,688口。盤後台指期貨上漲99點，收於21802點，成交量為72,640口。未平倉口數中，自營商增加559口，投信增加24,606口，外資增加2,269口。國際市場方面，道瓊工業指數上漲235.06點，達到41096.77點；納斯達克指數上漲174.15點，達到17569.68點；標普500指數上漲41.63點，達到5595.76點；費城半導體指數上漲至4898.44點。這些數據為股民提供了重要的市場資訊，供其投資參考。"
八卦 ( Gossiping ),[新聞] 追民眾黨美女失敗狂打柯？　鍾小平喊冤：,備註請放最後面 違者新聞文章刪除1.媒體來源:tvbs2.記者署名:記者 林茜妤 報導3.完整新聞標題:追民眾黨美女失敗狂打柯？　鍾小平喊冤：她過年主動傳訊息給我4.完整新聞內文:國民黨議員鍾小平近日猛打京華城案議題，有同黨議員爆料，過去鍾小平和柯文哲其實交情不錯，現在鍾會狂攻民眾黨，是因鍾小平追愛前民眾黨議員參選人曾妍潔失敗，惱羞成怒才會和民眾黨鬧翻。對此，鍾小平今（13）日受訪表示，自己沒有要追曾的意思，更稱，曾今年過年還傳新年快樂給他， 「她那麼討厭我幹嘛還祝我新春快樂？」國民黨桃市議員詹江村昨（12）日指稱，鍾曾私訊民眾黨「美女博士」曾妍潔「喜歡你」、「想妍妍」等語，追求未果惱羞才翻臉打柯。曾妍潔受訪也稱，覺得鍾不能這樣，「你單身就到處對人家講這些話，因為我們才見面一次，想你就算了可能是朋友，可是喜歡你那種就開始越來越奇怪」。對此，鍾小平今日拿出手機澄清，喊「我追誰是我的自由，但我沒有要追他」，更稱女方今年過年還傳新年快樂給他， 「她那麼討厭我幹嘛還祝我新春快樂？」媒體追問，是否有傳「情人節快樂」給曾妍潔？鍾僅回，這很正常，強調身正不怕影子斜。5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體: from BePTT on my iPhone 11--,PTT,2024-09-13,https://www.pttbrain.com/ptt/article/M.1726219634.A.863,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/d68fc5e4-0fe0-4321-bc48-89ed25b8fb71,https://d1pxdrw6gckt4w.cloudfront.net/network/f277955c-1252-473c-a469-ef93a39766cc,國民黨議員鍾小平近日針對京華城案議題猛烈攻擊柯文哲和民眾黨，遭同黨議員指控是因追求前民眾黨議員參選人曾妍潔失敗而惱羞成怒。詹江村爆料鍾曾私訊曾妍潔表白「喜歡你」等語，但被拒絕後與民眾黨交惡。曾妍潔受訪表示與鍾僅見過一次面，覺得鍾的行為很奇怪。鍾小平今日澄清自己並無追求曾的意圖，並出示手機證明曾今年過年還曾傳訊息祝賀他新年快樂，質疑她若討厭自己為何還祝賀。鍾小平強調自己身正不怕影子斜，傳「情人節快樂」也只是正常行為。
政黑 ( HatePolitics ),[討論] 黃律師覺得錢放保險箱不符合經驗法則,剛看到了一則新聞引述如下：「黃帝穎直言：「正常人理財，就算是不時之需，也會把錢放到銀行帳戶，才有利息收入。相反的，若放到保險箱，不僅沒有利息，一年還要繳交數千到數萬元不等的保險箱租金」，因此陳佩琪辯詞不合常理。」」,PTT,2024-09-13,https://www.pttbrain.com/ptt/article/M.1726187253.A.32C,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/4ea56ca2-6298-49e2-a1ea-2f17af099653,https://d1pxdrw6gckt4w.cloudfront.net/network/bae37248-922b-4b60-bf8a-f5d0f94ec028,黃帝穎律師在新聞中直言，正常人的理財方式應該是將錢存入銀行帳戶以獲取利息收入，而不是放在保險箱。因為保險箱不僅無法獲得利息，還需要支付數千到數萬元不等的租金，因此陳佩琪的辯詞不合常理。這段新聞引發了對於理財方式和經驗法則的討論，讓人質疑將錢放在保險箱的做法是否合理。
八卦 ( Gossiping ),[新聞] 民調／54.6%民眾不認為柯文哲受賴政府政,1.媒體來源:ETtoday新聞雲2.記者署名:杜冠霖3.完整新聞標題:民調／54.6%民眾不認為柯文哲受賴政府政治迫害　「年輕小草」也失守4.完整新聞內文:記者杜冠霖／台北報導民眾黨主席柯文哲深陷京華城案風波，日前也遭羈押禁見，民眾黨上下痛批這是賴清德政府政治迫害。而根據台灣民意基金會今（13日）公布最新民調，僅二成九大致上同意柯案是賴清德政府的政治迫害，但有高達五成五不同意。台灣民意基金會指出，台灣主流民意不認為柯案是賴清德政府的政治迫害；且25-34歲區間民眾，一向是柯文哲最堅強支持者，也有五成六不同意。民調也詢問：「有人說：柯文哲被收押禁見，是賴清德政府的政治迫害。請問您同不同意這個說法？」結果發現：9.8%非常同意，18.8%還算同意，30.1%不太同意，24.5%一點也不同意，9.6%沒意見，7.1%不知道、拒答。換句話說，最新民意顯示，二十歲以上台灣人中，約二成九大致上同意柯案是賴清德政府的政治迫害，但有高達五成五不同意。台灣民意基金會表示，這項發現同樣傳達了兩個訊息，一個是，台灣主流民意不認為柯案是賴清德政府的政治迫害；另一個是，有二成九的人認為柯案是政治迫害，意味民眾黨的悲情訴求已引起某個程度的社會共鳴，一場新而可觀的政治衝突已經成形。換言之，柯文哲雖被收押，但距「國人皆曰可殺」尚有一段遙遠的距離。若從政黨支持傾向看，民進黨支持者，6.3%同意柯案是賴清德政府的政治迫害，八成八不同意；國民黨支持者，四成五同意，四成一不同意；民眾黨支持者，七成六同意，二成不同意；中性選民，二成六同意，三成一不同意，四成三很難說、不知道。若與年齡層交叉分析，除了20-24歲呈現一半同意，一半不同意外，25歲以上呈現多數不同意的現象。值得注意的是，25-34歲，一向是柯文哲最堅強支持者，三成同意柯案是賴政府的政治迫害，五成六不同意。此次調查由台灣民意基金會游盈隆教授負責問卷設計、報告撰寫、研究發現的判讀、及相關公共政策與政治意涵的解析；山水民意研究公司受本基金會委託，主要負責抽樣設計、電話訪談、資料清理與統計分析。訪問期間是2024年9月9-11日，共三天；對象以全國為範圍的二十歲以上成年人；抽樣方法採市話與手機並用的雙底冊抽樣（dual-frame random sampling），市話70%，手機30%。有效樣本 1016 人，市話 710 人，手機306人；抽樣誤差在95%信心水準下約正負3.07個百分點。並依內政部最新人口統計資料進行地區、性別、年齡及教育程度加權，以符合母體結構。經費來源是財團法人台灣民意教育基金會，簡稱台灣民意基金會(TPOF)。5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:,PTT,2024-09-13,https://www.pttbrain.com/ptt/article/M.1726188624.A.DE2,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/b81773f8-99b7-4861-be16-3c8bbad35c7e,https://d1pxdrw6gckt4w.cloudfront.net/network/c097cc1a-8080-4c65-ae18-a2c2ade1fcda,根據台灣民意基金會的最新民調顯示，54.6%的民眾不認為柯文哲在京華城案中的被羈押禁見是賴清德政府的政治迫害。該民調顯示，僅有29%的受訪者認同這一說法。特別是25-34歲的年輕人中，56%的人不同意這是政治迫害，即使這個年齡層一向是柯文哲的堅強支持者。民調結果反映出，台灣的主流民意並不支持柯文哲的政治迫害說法，儘管有一定比例的民眾對此持悲情態度，引發了新的政治衝突。政黨支持者對此事的看法也各不相同，其中民進黨支持者多數不同意，國民黨支持者中意見分歧，而民眾黨支持者多數認同這是政治迫害。研究由台灣民意基金會進行，採用市話和手機雙底冊抽樣，共訪問了1016人，抽樣誤差在正負3.07個百分點內。
八卦 ( Gossiping ),Re: [新聞] 監院公開資料：柯文哲夫婦「現金申報」, 垃圾民進黨監察院和自由時報要這樣玩把人民當智障瞎抹就對了 以為你能查監察院公開資訊別人不能查? 賴清德 112年一般申報 （現金）本欄空白 111年一般申報 （現金）本欄空白 110年一般申報 （現金）本欄空白 109年一般申報 （現金）本欄空白 108年一般申報 無法查詢  蔡英文 112年一般申報 （現金）本欄空白 111年一般申報 （現金）本欄空白 110年一般申報 （現金）本欄空白 109年一般申報 （現金）本欄空白 108年一般申報 （現金）本欄空白  陳其邁 112年一般申報 （現金）本欄空白 111年一般申報 （現金）本欄空白 110年一般申報 （現金）本欄空白 109年一般申報 （現金）本欄空白 108年一般申報 無法查詢  黃偉哲 112年一般申報 （現金）本欄空白 111年一般申報 （現金）本欄空白 110年一般申報 （現金）本欄空白 109年一般申報 （現金）本欄空白 108年一般申報 （現金）本欄空白  吳思瑤 112年一般申報 （現金）本欄空白 111年一般申報 （現金）本欄空白 110年一般申報 （現金）本欄空白 109年一般申報 （現金）本欄空白 108年一般申報 （現金）本欄空白  鄭文燦廢太子我就不提了 要抹都來抹阿 掯 --法務部公職人員財產申報常見問題 「申報人本人、配偶及未成年子女每人持有現金總額達新臺幣100萬元以上，應逐筆申報」  引述《Doica2445 (千千千)》之銘言：: 備註請放最後面 違者新聞文章刪除: 1.媒體來源:自由時報: ※ 例如蘋果日報、自由時報（請參考版規下方的核准媒體名單）: ※ Yahoo、MSN、LINE等非直接官方新聞連結不被允許: 2.記者署名:方瑋立: ※ 若新聞沒有記者名字或編輯名字，請勿張貼，否則會被水桶14天: ※ 外電至少要有來源或編輯 如:法新社: 3.完整新聞標題:監院公開資料：柯文哲夫婦「現金申報」多年空白: ※ 標題沒有完整寫出來 ---> 依照板規刪除文章: 4.完整新聞內文:: 〔記者方瑋立／台北報導〕針對民眾黨主席柯文哲妻子陳佩琪昨（12）自曝遭檢調搜索?: 箱內有現金合計100萬元，記者查詢監察院公開資料顯示，柯陳兩人財產申報多年現金申: 皆「空白」，僅2017、2018兩年申報不到10萬元，然而2023公職候選人財產申報卻又恢?: 白。: 陳佩琪昨接受媒體專訪時，自曝近日傳遭檢調搜索的名下銀行保險箱內有「金飾嫁妝、?: 以及各50萬元現金」，合計百萬現金。: 記者查詢監察院網站公開資料，發現柯文哲和陳佩琪兩人2015、2016年財產申報資料的?: 部分皆空白。2017年申報現金97420元，債務則有授信（周轉金）2千萬元；2018年申報?: 80164元，債務消失。: 另，2019年、2020年監院網站資料僅存目錄，但柯文哲2023年競選總統時，兩人公職候?: 財產申報現金及債務部分，又恢復「空白」。: 此外，根據公開資料顯示，柯文哲2018年市長得票數580663票，選舉補助款一票30元，?: 全數捐出。: 相關資料整理：: 【柯文哲歷年公職人員財產申報摘要】: ●2014年財產申報（廉政專刊86）：存款包含本人+陳佩琪+柯O瑄+柯O蓉共申報22678656: ；有價證券6687750元；現金空白；債務貸款1千萬元。: ●2015年財產申報（廉政專刊119）：存款不含柯O瑄共13913015元，有價證券5012224元: 現金空白；債務空白。: ●2016年財產申報（廉政專刊130）：存款不含柯O瑄共15893361元；有價證券3561383元: 現金、債務皆空白。: ●2017年財產申報（廉政專刊146）：存款不含柯O瑄共24469487元；有價證券3088507元: 現金97420元；債務授信（周轉金）2千萬元。: ●2018年財產申報（廉政專刊161）：存款不含柯O瑄共20817713元；有價證券2235797元: 現金80164元；債務空白。: ●2019年、2020年監院網站僅存目錄。: 【柯文哲2023年公職候選人財產申報】: 存款（僅柯、陳）：24644212元；有價證券954063元；債務、現金皆空白。: ※ 社論特稿都不能貼！違者刪除（政治類水桶3個月)，貼廣告也會被刪除喔！可詳看版: 5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體::  ※ 當新聞連結過長時，需提供短網址方便網友點擊: 6.備註:監察院睡醒了！ 大場面要來了？: ※ 備註請勿張貼三日內新聞(包含連結、標題等)  --,PTT,2024-09-13,https://www.pttbrain.com/ptt/article/M.1726221961.A.3A6,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/c6c5c945-b587-4fca-92d7-0dc54db464e1,https://d1pxdrw6gckt4w.cloudfront.net/network/649e7cac-63bf-427b-aab3-8e4f05d26457,文章提到監察院公開的資料顯示，柯文哲和妻子陳佩琪多年來在財產申報中的現金項目皆為空白，僅在2017和2018年申報少量現金。然而，最近陳佩琪自曝名下銀行保險箱內有價值百萬的金飾和現金，這引起了外界對其財產申報的質疑。文章還列舉了多名民進黨政治人物如賴清德、蔡英文、陳其邁等人的財產申報情況，皆顯示現金項目空白，並指責監察院與自由時報對柯文哲進行抹黑。這些資料顯示出申報制度中的不透明問題，引發了對政治人物財產申報真實性的廣泛討論。
