文章類別,文章標題,文章內容,文章來源,日期,文章網址,文字雲,關係圖,文章摘要
八卦 ( Gossiping ),[問卦]北檢：本案偵辦團隊絕無洩漏偵查內容,乳題啦剛剛北檢發了新聞稿如下：    有關近日部分媒體報導柯姓被告扣案隨身碟內容 涉及之相關金流，以及檢廉至銀行查扣保險箱等 事之報導，引發社會議論，本署除已於 9 月 9 日 主動分他字案調查有無相關人員涉及不法外，承 辦檢察官分別於 9 月 11 日、12 日、16 日，以證 人身分傳喚撰稿之到庭，說明渠等撰稿之依據及消息來源。二、    有鑑於本案偵辦團隊是否有違反偵查不公開情事， 已廣受社會關注，本署基於「偵查不公開作業辦 法」第 8 條規定，經審酌公共利益之維護與合法 權益之保護，認有必要適度說明目前查證情形。 經初步查證，記者報導係依據消息來源轉述見聞 或依據多年採訪經驗、本案關係人之公開受訪內 容及法院發布之新聞稿內容等素材，綜合分析判 斷後撰稿。另記者報導之消息來源均非來自本署、 廉政署、調查局及法院等相關公務人員。衡以， 上開報導與本案卷證亦有諸多不符之處，故依目前查證情形，。至於記者基於保護消息來源之天職及 新聞倫理要求，而拒絕透露提供訊息者之真實身 分，宜予尊重。因此，請外界勿再以臆測、捕風 捉影之方式，無端指摘本署或偵辦團隊有違反偵 查不公開之情事。三、    偵查資訊流是所有偵查程序參與者（包括檢察官、 檢察事務官、司法警察官、司法警察、辯護人、 告訴代理人及被告、犯罪嫌疑人、被害人或其他 訴訟關係人等）均可接收知悉，因此「偵查不公 開」之落實，有賴所有程序參與者共同遵守。此 外，媒體對於本案的報導內容，應善盡查證義務， 對於來源不明或未經查證之傳聞或消息，切勿妄 加揣測、跟風報導，以免損及新聞報導的公信力， 或有誤導大眾認知、損害當事人名譽或隱私之虞。四、    本署仍將嚴格要求本案偵辦團隊恪遵偵查不公開 作業辦法相關規定，並持續密切關注本案有無違 反偵查不公開之情事，適時調查以釐清外界疑慮， 一旦發現有違反偵查不公開之人員，定依法嚴予 究責，以正視聽。北檢不背這鍋，記者是不是要被罰了？卦？--,PTT,2024-09-16,https://www.pttbrain.com/ptt/article/M.1726470138.A.81E,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/080d6dcd-bd0b-4a96-80e6-f89c87e6f0ef,https://d1pxdrw6gckt4w.cloudfront.net/network/354258d5-46aa-4c5e-95a9-c36a2720bef9,北檢發表新聞稿，針對近日媒體報導柯姓被告隨身碟內容及相關金流、查扣保險箱等事引起的社會關注進行澄清。北檢表示已主動調查是否有相關人員涉及不法，並傳喚撰稿記者說明消息來源。經初步查證，媒體報導的素材來源主要來自見聞轉述、公開受訪內容及法院新聞稿，並非來自檢廉、調查局及法院等公務人員。北檢強調偵查資訊由所有偵查程序參與者接收，所有人應共同遵守偵查不公開的規定。媒體應盡查證義務，避免報導來源不明或未經查證的消息。北檢將繼續嚴格要求偵辦團隊遵守規定，若發現違規行為，將依法究責。
八卦 ( Gossiping ),[新聞] 快訊／小沈1500涉洩密！稱：經營檢調線7,1.媒體來源:ETtoday2.記者署名:劉昌松、戴若涵3.完整新聞標題:快訊／小沈1500涉洩密！稱：　美女記者遭傳喚了4.完整新聞內文:民眾黨主席柯文哲深陷弊案之中遭收押，柯文哲被查扣的USB中有「小沈1500沈慶京」的紀錄，強調1500就是「1500萬元」。對此，北檢依洩密罪主動分案調查，並傳喚馬郁雯16日上午9時30分到庭說明，稍早馬郁雯已抵達北檢。回顧整起事件，馬郁雯在三立節目中指出，獨家掌握柯文哲USB記帳內容「2022/11/1小沈1500沈慶京」，雖然民眾黨解釋「小沈1500」指的是時間，但她堅信1500代表的是1500「萬元」，而消息來源是檢察官，馬郁雯此說法一出，引發外界熱議，許多人質疑檢察官對偵查中的證據洩密是重大犯罪。對此，北檢主動分案調查，16日以證人身分傳喚馬郁雯到庭說明，要查是否有公務員洩密，稍早馬郁雯快步進入北檢開庭。5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:,PTT,2024-09-16,https://www.pttbrain.com/ptt/article/M.1726450569.A.CC7,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/f8868e36-f742-4631-bac7-2f17615b2861,https://d1pxdrw6gckt4w.cloudfront.net/network/bc7885a7-6218-4b27-b37e-332c6d3a09ee,民眾黨主席柯文哲因弊案遭收押，其USB中出現「小沈1500沈慶京」的紀錄，強調1500指的是1500萬元。對此，北檢依洩密罪分案調查，並傳喚美女記者馬郁雯到庭說明。馬郁雯在節目中指出，其消息來源為檢察官，並堅信1500代表1500萬元，這引發外界質疑檢察官洩密。北檢主動調查公務員是否洩密，並以證人身分傳喚馬郁雯到庭說明。馬郁雯稍早已抵達北檢，案件持續引發社會關注。
八卦 ( Gossiping ),[新聞] 否認洩密！傳喚5記者作證　北檢：報導與,否認洩密！傳喚5記者作證　北檢：報導與卷證諸多不符TVBS 潘千詩《鏡週刊》、《三立新聞》獨家報導民眾黨主席柯文哲扣案隨身碟涉及相關金流，以及《菱傳媒》獨家報導檢廉至銀行查扣保險箱等情，引發社會議論。經分案要查洩密，並傳喚5名記者到案說明後，北檢今（16）日表示，初步查證記者報導內容與卷證不符，足認偵辦團隊無洩密，並持續關注偵辦團隊有無違反偵查不公開情事，一旦發現有違反，定依法究責，適時調查以釐清外界疑慮。北檢表示，9月9日主動分他字案要查洩密者，承辦檢察官分別於12日、13日、16日，以證 人身分傳喚撰稿之《鏡週刊》林姓、劉姓與《菱傳媒》賴姓、吳姓及《三立新聞台》馬姓等5位記者到庭，說明撰稿的依據及消息來源。因社會都質疑北檢有違反偵查不公開情事，基於《偵查不公開作業辦法》第8條規定，經審酌公共利益之維護與合法權益之保護，認有必要適度說明目前查證情形。北檢初步查證，記者報導是依據消息來源轉述見聞或依據多年採訪經驗、本案關係人之公開受訪內容及法院發布之新聞稿內容等素材，綜合分析判斷後撰稿。另記者報導之消息來源均非來自北檢、廉政署、調查局及法院等相關公務人員。北檢表示，相關報導與柯案的卷證也有諸多不符之處，故依目前查證情形，足認本案偵辦團隊絕無洩漏偵查內容之情事。記者基於保護消息來源之天職及新聞倫理要求，而拒絕透露提供訊息者之真實身分，宜予尊重。請外界勿再以臆測、捕風捉影之方式，無端指摘北檢或偵辦團隊有違反偵查不公開之情事。北檢表示，偵查資訊流，是所有偵查程序參與者，包括：檢察官、 檢察事務官、司法警察官、司法警察、辯護人、告訴代理人及被告、犯罪嫌疑人、被害人或其他訴訟關係人等均可接收知悉，「偵查不公開」之落實，有賴所有程序參與者共同遵守。媒體報導內容，應善盡查證義務，對於來源不明或未經查證之傳聞或消息，切勿妄加揣測、跟風報導，以免損及新聞報導的公信力，或有誤導大眾認知、損害當事人名譽或隱私之虞。,PTT,2024-09-16,https://www.pttbrain.com/ptt/article/M.1726474072.A.859,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/b16a6726-e92e-4c82-8e88-7e95da1c0afa,https://d1pxdrw6gckt4w.cloudfront.net/network/ad6e305e-3293-474c-873f-18193781bfe0,北檢傳喚《鏡週刊》、《菱傳媒》及《三立新聞台》共5名記者，針對報導民眾黨主席柯文哲扣案隨身碟及相關金流一事作證。經初步查證後，北檢指出記者報導內容與卷證不符，認定偵辦團隊無洩密。記者報導依據消息來源轉述見聞或多年採訪經驗，並非來自北檢等公務人員，消息來源也未洩露偵查內容。北檢強調，偵查資訊流通涉及多方參與者，媒體應善盡查證義務，避免未經查證的傳聞或消息影響報導公信力及誤導大眾。
八卦 ( Gossiping ),[爆卦] 于北辰四處撈錢的真正原因,既然1發飛彈是70%攔截，3發是210%那麼大將軍有終身俸、議員「無給職」收入、通告費3份收入財氣自然是領先我等老百姓不知多少趴于北辰自己聲稱終身俸「只有6萬」，似乎養活一家很不容易，可惜被女兒的IG出賣很徹底 d'Ancre925純銀三層豬鼻戒指，價值2萬8800元。 Kors，要價在3500-5000元之間。經常關注于北辰的人都知道，小鳳姊和女兒小如都沒有工作，小鳳姊每天陪著于北辰趕通告，小如每天陪著爸爸講鬼故事。老婆沒有收入，生了兩個愛買買買的女兒，養了兩隻兔子和兩部車，還要還房貸，卻能負擔起常人不敢想的愛馬仕和梵客雅寶，多虧了一個月領三份薪水的好爸爸。旅行于北辰一家人出行很會享受兩個女兒去南韓追星要坐商務艙,PTT,2024-09-16,https://www.pttbrain.com/ptt/article/M.1726478519.A.E10,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/2b461697-cbab-4993-97c7-1a685e62e3a6,https://d1pxdrw6gckt4w.cloudfront.net/network/270011bf-ba34-4ed1-87ad-879411e23068,于北辰的收入來源主要包括終身俸、無給職議員收入和通告費，合計三份薪水。然而，他聲稱每月只有6萬元的終身俸，難以養活一家。女兒的IG上展示了價值不菲的飾品和名牌物品，揭示了于北辰家人的奢華生活。于北辰的太太和女兒都沒有工作，但仍能夠購買高價品牌如愛馬仕和梵客雅寶，並負擔房貸及養兩隻兔子和兩部車。全家人經常旅行，女兒去南韓追星還坐商務艙，這些都顯示出于北辰收入遠高於其所聲稱的水平。
八卦 ( Gossiping ),[新聞] 快訊／遭爆騷擾曾姸潔！鍾小平喊：這是政,1.媒體來源:ETtoday2.記者署名:劉昌松、陳韻如3.完整新聞標題:快訊／遭爆騷擾曾姸潔！鍾小平喊：這是政治操縱　現身北檢提告4.完整新聞內文:2024年09月16日 09:38國民黨北市議員鍾小平遭桃園市議員詹江村爆料，曾騷擾民眾黨前桃園市議員曾姸潔，除了不斷傳訊「什麼時候吃飯」、「想念你」、「想妍妍（姸姸）」、「就喜歡你。我是單身也是單眼皮」、「你在想什麼」等，還奪命連環Call。妨害名譽。鍾小平近日狂打民眾黨主席柯文哲京華城案，引發詹江村質疑，詹江村更在臉書上發文表示，柯文哲過去擔任台北市長時，鍾小平和柯文哲、民眾黨的關係很好，「怎麼過去柯文哲當市長的時候，不把議員職責做好，反倒是柯文哲落難的時候，才想到要扮演好議員的角色，我就不知道了！」詹江村發文後更接連爆料，指鍾小平是因追求曾姸潔不成才惱羞成怒。另外，詹江村還公布鍾小平與曾姸潔的對話紀錄，內容包含「什麼時候吃飯」、「想念你」、「想妍妍（姸姸）」、「就喜歡你。我是單身也是單眼皮」、「你在想什麼」等。案發後，鍾小平表示要提告，曾姸潔對此回應，「是想用哪一條法律提，做了這麼丟臉的事情，還要用謊言來圓謊」。稍早，鍾小平現身北檢，控告曾姸潔、詹江村妨害名譽。鍾小平受訪，指這是一系列的政治操縱，「我的名譽很重要，所以當然要提告」。5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:,PTT,2024-09-16,https://www.pttbrain.com/ptt/article/M.1726450972.A.E8D,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/32d15b53-f552-4ee2-b7f4-ecc5cde4c70e,https://d1pxdrw6gckt4w.cloudfront.net/network/fe3b09bc-a7be-4097-a578-0c5a4c8984bf,國民黨北市議員鍾小平被桃園市議員詹江村爆料，曾騷擾民眾黨前桃園市議員曾姸潔，內容包括不斷傳訊及連環電話。詹江村質疑鍾小平近日針對民眾黨主席柯文哲的批評，並指出鍾小平過去與柯文哲及民眾黨關係良好，質疑其動機。詹江村還公開了鍾小平與曾姸潔的對話紀錄，指鍾小平因追求曾姸潔不成而惱羞成怒。鍾小平表示要提告，並稱這是一系列政治操縱，強調自己的名譽重要。曾姸潔回應稱鍾小平行為丟臉，並質疑其法律依據。鍾小平隨後現身北檢，控告曾姸潔和詹江村妨害名譽。
八卦 ( Gossiping ),[新聞] 北檢調查出爐！強調團隊絕無洩密　黃光芹,1.媒體來源:ETtoday新聞雲2.記者署名:郭運興3.完整新聞標題:北檢調查出爐！強調團隊絕無洩密　黃光芹：所以馬記者200%說謊？4.完整新聞內文:記者郭運興／台北報導民眾黨主席柯文哲深陷京華城案，不斷有偵查內容被報導，獨家報導「1500小沈」的記者馬郁雯，更自稱對消息來源有200%信心，經營這條檢調線已經7年，而北檢下午針對洩密案，發出調查結果新聞稿表示，記者報導依據消息來源轉述見聞或依據多年採訪經驗、本案關係人之公開受訪內容及法院發布之新聞稿內容等素材撰稿，偵辦團隊絕無洩漏偵查內容。對此，媒體人黃光芹質疑，所以，馬記者200%說謊？回顧事件，記者馬郁雯在三立節目指出，獨家掌握柯文哲USB記帳內容「2022/11/1小沈1500沈慶京」，雖然民眾黨解釋「小沈1500」指的是時間，但她堅信1500代表的是1500「萬元」，因為對消息來源有200%的信心，經營這條檢調線已經7年，相當可靠。此說法一出，遭到外界質疑是否涉及洩密，北檢9日也主動分案調查。北檢16日針對調查結果說明，經初步查證，記者報導依據消息來源轉述見聞或依據多年採訪經驗、本案關係人之公開受訪內容及法院發布之新聞稿內容等素材，綜合分析判斷後撰稿。另記者報導之消息來源均非來自本署、廉政署、調查局及法院等相關公務人員。衡以，上開報導與本案卷證亦有諸多不符之處。北檢表示，依目前查證情形，足認本案偵辦團隊絕無洩漏偵查內容之情事。至於記者基於保護消息來源之天職及新聞倫理要求，而拒絕透露提供訊息者之真實身分，宜予尊重。因此，請外界勿再以臆測、捕風捉影之方式，無端指摘本署或偵辦團隊有違反偵查不公開之情事。對此，黃光芹質疑，所以，馬記者200%說謊？5.完整新聞連結 (或短網址):,PTT,2024-09-16,https://www.pttbrain.com/ptt/article/M.1726478938.A.D6C,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/3b9c8819-8051-4a77-9def-693b73bd2196,https://d1pxdrw6gckt4w.cloudfront.net/network/72a844fd-3f24-4809-9d32-45660cf01f90,台北地檢署針對柯文哲京華城案的洩密指控進行調查，強調偵辦團隊並無洩漏偵查內容。記者馬郁雯自稱對消息來源有200%信心，並在節目中透露柯文哲的USB記帳內容，堅信「1500」代表1500萬元。然而，民眾黨解釋「小沈1500」只是指時間。北檢表示，馬郁雯的報導依據公開資料和多年採訪經驗撰寫，消息來源不涉及公務人員，且報導內容與案卷證據不符。對此，黃光芹質疑馬郁雯是否說謊，並呼籲外界不要臆測偵辦團隊有違反偵查不公開的情事。
希洽 ( C_Chat ),[閒聊] 索尼:為了用PC玩遊戲要設定比用PS5複雜,索尼執行長西野秀明接受《日經新聞》採訪表示，PS5 與PC相比的關鍵優勢在於該裝置的易用性，對於PS5 PRO的推出深具信心。西野秀明表示，「為了用PC玩遊戲還要組裝、設定電腦比較麻煩，PS5則只要開機就可以自由地享受遊戲」有國外媒體指出，雖然組裝、設定電腦流程確實比直接用PS5麻煩點，但也沒有索尼說的那麼複雜。-----Sent from MeowPtt on my iPhone--,PTT,2024-09-16,https://www.pttbrain.com/ptt/article/M.1726463572.A.AE4,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/ec21b893-d354-4917-b28b-ea75167dbee7,https://d1pxdrw6gckt4w.cloudfront.net/network/af2ccb8e-2ab4-4c9b-8d5c-6c6eb471fc6a,索尼執行長西野秀明在接受《日經新聞》採訪時強調，PS5相較於PC的主要優勢在於其易用性，並對PS5 PRO的推出充滿信心。他指出，使用PC玩遊戲需要組裝和設定電腦，比較麻煩，而PS5則只需開機即可輕鬆享受遊戲。然而，有國外媒體認為，雖然組裝和設定電腦的過程確實比使用PS5複雜一些，但並沒有索尼所說的那麼困難。
八卦 ( Gossiping ),[新聞] 檢擬3度提訊柯 不排除安排對質,1.媒體來源:自由時報2.記者署名:2024/09/16 05:30〔記者楊國文／台北報導〕3.完整新聞標題:檢擬3度提訊柯 不排除安排對質4.完整新聞內文: 05:30〔記者楊國文／台北報導〕台北地檢署偵辦京華城容積率弊案，經交叉勾稽帳證、傳訊前北市副市長林欽榮等重要證人追查決策過程，已獲致重要進展，目前事證恐對前市長柯文哲不利，檢方近日擬第三度提訊柯文哲，不排除對柯進行測謊，或安排柯和在押的威京集團主席沈慶京、前副市長彭振聲、北市議員應曉薇等人對質。陳佩琪金流說法有出入 檢恐再傳喚追查金流方面，檢廉認為沈慶京涉匯款四七四○萬元行賄台北市議員應曉薇，沈是釐清行、受賄金流的關鍵人物，近日擬再提訊沈，亦慎重考量策動已經七十七歲的沈轉為污點證人；另據了解，檢方亦鎖定七十二歲的彭振聲轉為污點證人的可能性。另外，柯文哲妻子陳佩琪日前召開記者會，細數柯家的五大金流共計一六二八萬元，但與檢廉掌握其相關金流情形有相當出入，檢廉考慮近日以證人身分，再度傳訊陳佩琪到案說明。據了解，檢廉連日來提訊在押的柯、沈、彭和應等人，經交叉比對說詞、帳證，掌握柯涉有重嫌；此外，前副市長林欽榮、前都發局長林洲民都曾在處理京華城容積率時，反對放寬容積率，否則恐有圖利疑慮，因此檢廉日前均以證人身分，傳訊兩人作證，釐清京華城案的決策過程。檢廉亦查出，京華城取得八四○％的超高容積率的過程中，除當時市長柯文哲、副市長兼都委會主席彭振聲外，時任都發局長黃景茂亦居重要角色。檢調調查，黃涉嫌搶在北市府和京華城案的行政訴訟判決出爐前，批示將京華城所提的廿％容積獎勵送進都委會，又組「專家學者諮詢會議」，幫京華城研議可行方案，因此日前傳訊黃到案。據了解，黃堅稱是「聽命行事」，堅稱未違法，訊後，檢廉認為黃涉嫌圖利罪嫌重大，且有串證之虞，但無聲押必要，諭知黃以五百萬元交保候傳。沈慶京聲請具保停押 北院最快今准駁另外，沈慶京涉向應曉薇行賄，上月底被裁定羈押禁見在台北看守所，但沈本月五日、十三日共兩度因身體不適遭戒護就醫，沈的委任律師越方如十三日晚間，以沈的身體情況欠佳，聲請具保停押；台北地院法官已展開閱卷，最快今做出准、駁裁定。5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:,PTT,2024-09-16,https://www.pttbrain.com/ptt/article/M.1726439349.A.DBA,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/fb820f43-98f8-4cea-ac43-4f19c9e005d9,https://d1pxdrw6gckt4w.cloudfront.net/network/4ed6ffd6-dff8-4acd-86be-359473f72315,台北地檢署偵辦京華城容積率弊案，經過交叉比對帳證及傳訊多位重要證人後，已獲得重要進展，情況對前市長柯文哲不利。檢方計劃第三度提訊柯文哲，並不排除測謊或安排與其他涉案人員對質。同時，針對金流部分，檢方認為威京集團主席沈慶京涉匯款行賄台北市議員應曉薇，擬再次提訊沈並考慮將其轉為污點證人。此外，檢方也有意傳喚柯文哲妻子陳佩琪，因其所述金流與檢方掌握的情況有出入。檢方已掌握柯文哲涉案情況，並傳訊多位相關人員以釐清案件決策過程。京華城取得超高容積率過程中，時任都發局長黃景茂被認為扮演重要角色，已被傳訊並以五百萬元交保。沈慶京因健康問題聲請具保停押，法院最快今日做出裁定。
八卦 ( Gossiping ),[問卦] 如果最後證據都找不到青鳥會怎樣？,青鳥論調 ： 貪污、明知違法、圖利、金流罪證確鑿關到死。如果到最後狠狠被打臉罪證不足，不起訴處分青鳥會說什麼？不起訴不代表無罪？-----Sent from JPTT on my iPhone--,PTT,2024-09-16,https://www.pttbrain.com/ptt/article/M.1726469109.A.E26,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/d473c869-75c0-489f-a46e-5cbf9bf3e2f3,https://d1pxdrw6gckt4w.cloudfront.net/network/71e97c2e-c1fa-455e-8013-72c728999288,青鳥認為有關貪污、明知違法、圖利和金流罪證確鑿，應該判刑至死。然而，假如最終證據不足，導致不起訴處分，青鳥會如何反應？他們可能會強調不起訴不等於無罪，依然堅持其觀點。這樣的情況可能會引發更多討論和爭議，特別是在法律和道德的界限上。討論者對青鳥的態度和立場表示好奇，同時對案件結果也充滿期待和疑問。
八卦 ( Gossiping ),[新聞] 想姸姸！鍾小平竟先提告　曾姸潔火了：再,備註請放最後面 違者新聞文章刪除1.媒體來源:ETtoday2.記者署名:記者吳佩蓁／台北報導3.完整新聞標題:想姸姸！鍾小平竟先提告　曾姸潔火了：再不道歉上中下集都公開4.完整新聞內文:2024年09月16日 10:54 。（圖／翻攝大姸的能源、建築、房地產手札臉書）記者吳佩蓁／台北報導國民黨台北市議員鍾小平近日遭同黨議員詹江村爆料，曾追求民眾黨「美女博士」曾姸潔，多次傳訊騷擾，還奪命連環Call，但遭鍾小平否認，並控告曾、詹妨害名譽。稍早曾姸潔在臉書PO出與鍾的對話紀錄，包括鍾小平直球告白「想姸姸」、「就喜歡你，我是單身也是單眼皮」、「你都說了單親了，我也要告訴姸姸喜歡妳」。新聞曝光後，不少網友質疑曾姸潔沒有拒絕鍾小平，今日她PO出2人對話紀錄，表示「面對小平叔的告白，誰會不拒絕啊？我還沒瞎到飢不擇食好嗎？」曾解釋當初鍾小平約她和2位大姐吃飯，她答應大姐們的邀約後，鍾才傳訊向她表白，「所以我已騎虎難下，只希望可以不要單獨吃飯的希望放在兩位大姐身上！」 。（圖／翻攝大姸的能源、建築、房地產手札臉書）曾姸潔公開與鍾小平的對話紀錄，當時鍾傳訊約她吃飯「大美女怎麼會忙成這樣？」曾表示自己是單親媽媽假日要帶小孩，所以沒什麼時間，怎料鍾小平突然直球告白「喜歡妳」，讓曾一頭問號，鍾表示「就喜歡你，我是單身也是單眼皮」、「我猜你比較喜歡單眼皮」，「人與人之間必須坦白，妳都說單親了我也要告訴妍妍喜歡妳」，讓曾傻眼只好傳訊委婉拒絕「我覺得還是不要喜歡我比較...」。 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:,PTT,2024-09-16,https://www.pttbrain.com/ptt/article/M.1726455554.A.535,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/a899225f-0291-4ae5-91c1-268d3e3afdcc,https://d1pxdrw6gckt4w.cloudfront.net/network/d9fc2b68-ca9e-4221-ba2e-885c174d106f,國民黨台北市議員鍾小平遭同黨議員詹江村爆料，指控其多次傳訊騷擾民眾黨「美女博士」曾姸潔，並進行奪命連環Call。鍾小平對此否認，並控告曾姸潔和詹江村妨害名譽。曾姸潔在臉書上公開了與鍾小平的對話紀錄，包括鍾對她的直球告白，如「想姸姸」、「就喜歡你，我是單身也是單眼皮」。新聞曝光後，曾姸潔澄清自己並未接受鍾的告白，並解釋當初只是因應大姐們的邀約才答應吃飯，對鍾的表白感到困惑並委婉拒絕。此事引發網友熱議，質疑曾姸潔的反應和立場。
