文章類別編號,文章類別,文章標題,文章內容,文章來源編號,日期,文章網址,文字雲,關係圖,文章摘要
2,八卦 ( Gossiping ),[新聞] ATM存錢分60次有詭？陳佩琪及3子女被爆恐,ATM存錢分60次有詭？　陳佩琪及3子女被爆恐列「洗錢被告」,1,2024-09-11,https://www.pttbrain.com/ptt/article/M.1726011780.A.A48,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/4f63cbca-ffb3-4386-baca-efc73c379339,https://d1pxdrw6gckt4w.cloudfront.net/network/aba5b847-b06c-40bf-828c-f2d34c1849af,陳佩琪及其三名子女被爆因在ATM分60次存錢而遭懷疑涉及洗錢，成為被告。這一消息引發社會關注和討論，讓人質疑這種存錢行為是否存在不法情事。當事人是否真的涉及洗錢，目前尚無定論，但案件的曝光已經引起了廣泛的關注。
2,八卦 ( Gossiping ),[新聞] 陳佩琪分60次在ATM共存619萬！應訊時卻4,"陳佩琪分60次在ATM共存619萬！應訊時卻4度改口　恐與3名子女同列洗錢被告 / 張嘉男前台北市長柯文哲因京華城容積弊案遭到羈押，他的妻子與三名子女如今也可能被列為被告，據了解，陳佩琪上個月30日以證人身分到北檢應訊時，針對600多萬可疑金流，透過ATM存到自己及3子女帳戶說法4度翻供。根據周刊的報導，陳佩琪從2020年3月起，陸續從ATM存款到自己以及三名子女的銀行帳戶，總計高達60次，金額達619萬9,000元，而時間點主要分成兩段，一段是從2020年3月10到同年的4月14日，存款金額共157萬3,000元，另一波則是在京華城容積率確定為840%後，存款金額達462萬6,000元。周刊報導，陳佩琪在應訊時針對這些金錢來源多次改口，先後表示這些錢是先生給的、先生的稿費、小草捐贈的政治獻金以及媽媽的存款，但刻意以ATM隱匿金流，制造資金斷點，已成為專案小組追查的目標，反弄巧成拙。陳佩琪事後表示「我們家沒有任何財產來源不明的金流」，並指從ATM存款的170萬元是父親過世後留下來的手尾錢。不過由於陳佩琪兩波存款的時間點與京華城容積獎勵，分別從392%增加至560%，以及最後840%過關的時間點吻合，如果確定兩者間有所相關，陳佩琪與3子女恐遭列洗錢罪被告。---理財啦..--",1,2024-09-11,https://www.pttbrain.com/ptt/article/M.1726014173.A.AAF,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/be347a45-32e3-4015-ad8c-9f130e77cdf6,https://d1pxdrw6gckt4w.cloudfront.net/network/db629b73-ea03-401e-868a-0a3a0507ef8f,"前台北市長柯文哲因京華城容積弊案遭羈押，他的妻子陳佩琪與三名子女也可能被列為被告。據報導，陳佩琪於2020年3月至4月間，分60次透過ATM將619萬9,000元存入自己及三名子女的帳戶。陳佩琪在應訊時多次改口，先後聲稱這些錢來自先生、稿費、政治獻金及母親存款，但因刻意以ATM隱匿金流，引發專案小組追查。她事後表示這些存款來自父親過世後的遺產。然而，這些存款的時間點與京華城容積率提升的時間吻合，若證實兩者相關，陳佩琪與其子女恐將面臨洗錢罪指控。"
2,八卦 ( Gossiping ),[爆卦] 蔡正元FB, from JPTT on my Asus ASUS_AI2302.--崩你媽 人家法源都列出來給你看了小鳥玻璃心不敢看喔都市計劃的容積獎勵合不合理，要判也是行政法院判，輪不到地方法院判，如果不合法京華城早就停工了。目前的狀態就是京華城合法繼續蓋，但是有官員圖利的矛盾狀況,1,2024-09-11,https://www.pttbrain.com/ptt/article/M.1726045509.A.99C,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/91029660-be92-4e90-a7cb-7aa2b00dae66,https://d1pxdrw6gckt4w.cloudfront.net/network/2f359d78-fa4f-4803-b246-49f8eb378ee2,蔡正元在其Facebook上發表了一篇針對都市計劃容積獎勵的評論，指出這類問題應由行政法院判決，而非地方法院。如果京華城的建設不合法，早就應該停工。蔡正元強調，目前京華城是合法繼續建設，但同時存在官員圖利的矛盾情況。他對於質疑者的批評表示不滿，認為對方不敢面對這些法源依據。這些言論引發了網友的熱烈討論。
2,八卦 ( Gossiping ),[問卦] 驚！外界傳1500萬金流恐在虛擬貨幣,剛剛看到隔壁板討論吳子X先生放出的消息那就是  鄉民跟檢調以及週刊們  都找不到的金流恐在虛擬貨幣？！怎麼辦 這下是不是難查了金流高手查的出來嗎有沒有八卦--,1,2024-09-11,https://www.pttbrain.com/ptt/article/M.1725986440.A.482,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/f2c4500c-3adb-4687-9843-b61b286243fc,https://d1pxdrw6gckt4w.cloudfront.net/network/9fe2c155-df5b-4a70-b052-f3fac4da2873,隔壁板討論吳子X先生透露，鄉民、檢調和週刊們一直未能找到的1500萬金流可能藏在虛擬貨幣中。這一消息引起了廣泛關注，因為虛擬貨幣的匿名性和去中心化特性可能使追查金流變得更加困難。網友們對此表示擔憂，討論是否能找到金流高手來解決這個問題，並且期待更多相關八卦的出現。
2,八卦 ( Gossiping ),[爆卦] 台灣新聞記者協會聲明,【台灣新聞記者協會】20240911記協譴責前立委及政論節目詆毀記者名聲及職場尊嚴近期檢廉調查民眾黨主席柯文哲，中天新聞政論節目「盧秀芳辣晚報」邀請前立法委員蔡正元開講，談論三立新聞記者馬郁雯的報導，脫口暗示稱其「靠金流」、「陪睡」等取得獨家新聞，主持人盧秀芳也未阻止打斷；針對上述嚴重損及記者個人名譽及職業尊嚴一事，台灣新聞記者協會（記協）發出嚴厲斥責。記協認為，憲法保障言論自由，但應在合憲合法的情況下，任何人評論記者工作，都應秉持客觀，有一分證據說一分話，恣意將報導檢調新聞的記者用污辱字眼，一句話就想抹滅當事人多年經營路線的努力，蔡正元此不當言論，不僅僅損及性別平等觀念，更是對記者挖掘真相、服務第四權工作的蔑視，對於記者職業尊嚴遭受抹黑一事，記協不能容忍。記協呼籲，若蔡正元有記者「陪睡」證據，請提出讓社會公評，若為子虛烏有，應在同節目時段公開向當事人及社會大眾道歉，中天新聞節目部乃至盧秀芳也應對此事向大眾說明。記協也指出，依照刑事訴訟法第154條之1，被告未經審判證明有罪確定前，推定其為無罪，柯文哲遭檢廉調查一案，已進入司法程序，呼籲外界靜待司法裁決，切勿以任何形式企圖影響司法公正；我們身為記者，採訪檢廉新聞各有路線分配及資料取得，自當小心查證，也必定多方思考新聞發布後的後續影響力。台灣是自由民主的國家，有各種立場、意見及支持者，媒體本於記者工作，服務社會大眾，在面對重大爭議案件，必恪遵兢兢業業、仔細查證、勿枉勿縱等態度，而近期記者同業們辛苦熬夜、守候各處，只為傳播最新消息，盼民眾多多支持鼓勵。台灣新聞記者協會2024/09/11 是說評論記者要一分證據說一分話 沒有規範記者喔！,1,2024-09-11,https://www.pttbrain.com/ptt/article/M.1726042874.A.D92,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/e210399d-1bbf-4e90-82c9-839c626c267b,https://d1pxdrw6gckt4w.cloudfront.net/network/551d948a-5abd-4b6e-a4d9-eeea2f7ef5c7,台灣新聞記者協會對於前立委蔡正元在中天新聞政論節目中暗示三立新聞記者馬郁雯「靠金流」、「陪睡」取得獨家新聞的言論表示嚴厲譴責。記協強調，憲法保障言論自由，但評論應秉持客觀、有證據，蔡正元的言論不僅損害性別平等觀念，更是對記者職業尊嚴的蔑視。記協要求蔡正元若有證據應公開，否則應道歉，並呼籲中天新聞節目部和主持人盧秀芳向大眾說明。記協指出，柯文哲遭檢調調查一案已進入司法程序，呼籲外界靜待裁決，不應干預司法公正。記協還強調，記者在採訪時應仔細查證，服務社會大眾，呼籲民眾支持記者的工作。
2,八卦 ( Gossiping ),[新聞] 快訊／「新竹馬偕兒醫v.s京華城」容積率,備註請放最後面 違者新聞文章刪除1.媒體來源:ettoday2.記者署名:記者陳凱力3.完整新聞標題:快訊／「新竹馬偕兒醫v.s京華城」容積率　竹檢：查無違法已結案4.完整新聞內文:民眾黨主席柯文哲陷入京華城弊案，外界質疑容積率560％暴增至840％，立院民眾黨團主任陳智菡9日指，新竹馬偕兒童醫院容積率從250%暴增到450%，引發熱議。今(11)，新竹地檢署也正式作出回應。新竹地檢署說明，新竹馬偕兒童醫院案經檢察官調查，查無具體違法情事，業已結案並發函告知檢舉人本案調查結果及簽結理由，相關函文及送達回證均存卷備查。檢方表示，新竹馬偕兒童醫院案已調查完畢，並函知告發人調查結果。5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:,1,2024-09-11,https://www.pttbrain.com/ptt/article/M.1726021557.A.057,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/0fd92cc8-8029-46df-b1fc-1116001c06d4,https://d1pxdrw6gckt4w.cloudfront.net/network/b9dc9cfb-1540-4a9c-90cb-38bd52a7385d,民眾黨主席柯文哲因京華城弊案，外界質疑其容積率從560%暴增至840%。而新竹馬偕兒童醫院的容積率也從250%增加到450%，引發熱議。針對這一情況，新竹地檢署於11日正式回應，表示經檢察官調查後，未發現具體違法情事，案件已結案並發函告知檢舉人調查結果及簽結理由。檢方強調，新竹馬偕兒童醫院案已調查完畢，並已將調查結果通知告發人，相關文件均存卷備查。
6,政黑 ( HatePolitics ),[討論] TVBS民調：高雄市長 柯志恩全贏,TVBS 2026高雄市長民調林岱樺 ：柯志恩  35 ： 40賴瑞隆 ：柯志恩  35 ： 40許智傑 ：柯志恩  34  :  42邱議瑩 ：柯志恩  34  ：43許銘春 ：柯志恩  24  ：45調查時間9月2日至9月10日——————————綠黨不管派誰全敗 丸辣看來2026高雄台南大本營要失守了朱立倫重搞南部地方派系真有一套--,1,2024-09-11,https://www.pttbrain.com/ptt/article/M.1726036741.A.2E2,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/11117739-93f1-476f-a5d8-426edff20a97,https://d1pxdrw6gckt4w.cloudfront.net/network/bc34ef5d-b860-4a24-aeed-b108a2c62af6,根據TVBS 2026高雄市長民調結果，柯志恩在對戰不同綠營候選人時均處於領先地位。具體數據顯示，柯志恩對林岱樺、賴瑞隆、許智傑、邱議瑩和許銘春的支持率分別為40%、40%、42%、43%和45%。此調查於9月2日至9月10日進行。結果顯示，無論綠黨派出何人，均無法勝過柯志恩，這讓人擔憂2026年高雄和台南的綠營大本營可能失守。觀察者認為，朱立倫在重整南部地方派系方面確實有其策略和效果。
6,政黑 ( HatePolitics ),[新聞] 【陳佩琪涉洗錢3】民眾捐款竟存3兒女帳戶,1.新聞網址︰　陳佩琪供詞太驚人4.完整新聞內容︰,1,2024-09-11,https://www.pttbrain.com/ptt/article/M.1726006576.A.198,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/d455dd2a-e6c5-4f47-9002-a067623f7c02,https://d1pxdrw6gckt4w.cloudfront.net/network/78026ff7-9c11-44e7-9c33-e09ec6c22bb1,陳佩琪的供詞震驚眾人，她涉嫌將民眾捐款存入自己三個兒女的帳戶，引發社會輿論熱議。這起事件引發了對她的道德和法律質疑，讓人們關注捐款的使用和透明度問題。社會各界呼籲相關部門進行深入調查，以確保捐款能夠真正用於公益用途，而不是被私人挪用。這一事件也突顯了加強對捐款管理和監督的重要性，避免類似事件再次發生。
2,八卦 ( Gossiping ),[爆卦] 陳智菡FB,于將軍早安！吃早餐了嗎？今天換你出來打球。昨天 于北辰在桃園拿出一個證據說要給北檢，內容是 #柯文哲存在USB 金流檔案，還說此人是他帶過的兵，現在是民眾黨員，看不下去所以拿出來爆料。這位黨員本人現在人在加拿大，主動錄影片出來澄清了，他說爆料的人不是他，他也沒有提供這個檔案給于北辰。不知道這算不算偽造證據、干預檢方辦案呢？北檢要分案調查嗎？還有，誰這麼膽大包天，冒用別人黨證還給名嘴爆料，#王膝之 知道嗎？拿這個假消息大談特談的三立民視新聞與各大政論節目，帶頭製造散播假訊息，NCC不查嗎？--,1,2024-09-11,https://www.pttbrain.com/ptt/article/M.1726024027.A.133,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/6f47ebae-f7e2-4145-b903-cdcda0d70db3,https://d1pxdrw6gckt4w.cloudfront.net/network/12dfa00b-5dac-45c3-894a-c964405f86a9,陳智菡在臉書上發文提到，于北辰在桃園出示了一個聲稱包含柯文哲金流資料的USB，並表示提供這些資料的人曾是他的部下，現為民眾黨員。該黨員目前在加拿大，並錄影片澄清自己並未爆料，也沒有提供資料給于北辰。陳智菡質疑這是否構成偽造證據、干預檢方辦案，並呼籲北檢分案調查。同時，她批評某些新聞媒體和政論節目散播假訊息，質疑NCC是否會進行調查。
2,八卦 ( Gossiping ),[問卦] 什麼情況下一年會用atm存10萬15次？,醫生4年有600萬元很正常，甚至偏少但4年用atm存款60次總金額600萬相當於一年要去atm存10萬元15次說實在這個行為跟在高鐵弄掉300萬差不多怪吧？有錢人真的平常會沒事每個月跑去atm存款10幾萬嗎？--,1,2024-09-11,https://www.pttbrain.com/ptt/article/M.1726019627.A.922,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/c4cefe90-420b-4c78-9eb7-79d4bbd7083a,https://d1pxdrw6gckt4w.cloudfront.net/network/2933e88c-00d3-463a-bf7c-f5544ec01437,有網友發文詢問，在什麼情況下會有人一年內用ATM存款10萬元達15次。文中提及，醫生四年內存入600萬元並不稀奇，但四年內用ATM存款60次，總金額達600萬元，相當於每年要去ATM存款10萬元15次。這樣的行為讓人覺得奇怪，類似於在高鐵上弄丟300萬元一樣不尋常。發問者也質疑，有錢人是否真的會每個月無緣無故跑去ATM存款十幾萬元。
