文章類別編號,文章類別,文章標題,文章內容,文章來源編號,日期,文章網址,文字雲,關係圖,文章摘要
2,八卦 ( Gossiping ),[新聞] 馬郁雯被諷陪睡換獨家　三立新聞部發聲,1.媒體來源:壹蘋新聞網2.記者署名:劉育良3.完整新聞標題:馬郁雯被諷陪睡換獨家　三立新聞部發聲明回應了4.完整新聞內文:民眾黨主席柯文哲涉京華城案被收押，三立新聞女記者馬郁雯爆出柯被搜到USB密帳，內容提及柯疑似收受威京集團主席沈慶京1500萬。馬指自己經營檢調路線7年，對消息來源200%相信，被前立委蔡正元質疑是否有金流、陪睡來獲取消息。三立新聞部今天下午發出聲明，表達嚴厲譴責，並支持記者以法律行動捍衛自身權益。三立新聞部聲明全文如下：追尋真相是媒體的天職，媒體對於司法案件報導，並不在偵查不公開規範範圍。根據偵查不公開作業辦法，係規範檢察官、檢察事務官、司法警察官、司法警察、辯護人、告訴代理人或其他於偵查程序依法執行職務之人員。針對柯文哲主席等人涉入京華城與假帳一案，本屬社會高度矚目之公共事件，三立新聞與其他同業基於媒體天職探索真相、查證報導行為並無二致。本次關於USB帳目疑雲，同有多家媒體於第一時間關注報導，事涉公共利益，具報導正當性。針對特定政治人物與名嘴以污衊字眼，踐踏扭曲記者採訪工作，是造謠，並具有性別歧視的高度惡意，對此，三立新聞嚴厲譴責，並支持記者以法律行動捍衛自身權益，三立新聞部也將給予協助，維護媒體記者採訪尊嚴。5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:,1,2024-09-10,https://www.pttbrain.com/ptt/article/M.1725958136.A.B71,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/0a8ca67d-7f3b-4124-a970-0721255d667d,https://d1pxdrw6gckt4w.cloudfront.net/network/4895d520-31c7-4f78-ae0a-58489a756f72,三立新聞女記者馬郁雯報導柯文哲涉京華城案，被前立委蔡正元質疑其消息來源是否涉及金流或陪睡。三立新聞部嚴厲譴責蔡正元的言論，聲明表示追尋真相是媒體的天職，並支持馬郁雯以法律行動捍衛自身權益。三立新聞部強調，對於公共事件的報導具正當性，並會協助馬郁雯維護媒體記者的採訪尊嚴。針對特定政治人物和名嘴的造謠和性別歧視言論，三立新聞部表示高度惡意，並強調媒體報導不受偵查不公開規範限制，呼籲社會尊重記者的工作。
2,八卦 ( Gossiping ),[新聞] 質疑女記者陪睡經營檢調 綠委擬邀數位部下架中天YT節目,1.媒體來源:聯合報2.記者署名:林縉明3.完整新聞標題:質疑女記者陪睡經營檢調 綠委擬邀數位部下架中天YT節目4.完整新聞內文:三立新聞女記者馬郁雯揭露民眾黨主席柯文哲神秘帳冊，不僅遭到小草出征，國民黨前立委蔡正元更質疑女記者靠陪睡經營檢調路線。民進黨立委郭國文今天表示，支持馬郁雯提告蔡正元，他也會跟數位部研擬，看如何避免這種羞辱人的節目在YouTube上播放。郭國文指出，中天不要以為被關台就躲過政府監督，蔡正元、盧秀芳這些無良名嘴，因為馬郁雯比你們認真，拿到你們拿不到的消息，就羞辱人家靠陪睡換消息，這什麼無恥的言論與心態。「中天新聞，你要放任這種人繼續上節目嗎？不用發布道歉啟示嗎？可以這樣無良造謠不負責任？」郭國文說，支持馬郁雯捍衛自身權益，從他進國會以來，時常可以感受到馬郁雯的認真與專業，也出過許多令人刮目相看的獨家，看到被蔡正元抹黑實在令人不捨。郭國文表示，中天因為YouTube規範比NCC鬆散，把自己頻道變成羞辱、造謠的媒體，過去有造謠民進黨立委鍾佳濱、黃捷的前科，這次又針對努力做新聞的記者，他會跟數位部協調，看能否研擬對策以避免類似這樣的情況一再發生。5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:,1,2024-09-10,https://www.pttbrain.com/ptt/article/M.1725944346.A.DCC,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/ad04a658-4399-4986-8e17-f4dc4dc11cf7,https://d1pxdrw6gckt4w.cloudfront.net/network/1feb708a-c5b0-4132-becd-f052f48c7089,三立新聞女記者馬郁雯揭露柯文哲神秘帳冊後，遭國民黨前立委蔡正元質疑靠陪睡經營檢調路線，引發爭議。民進黨立委郭國文支持馬郁雯提告蔡正元，並表示將與數位部研擬措施，防止類似節目在YouTube上播出。郭國文批評中天新聞頻道過去造謠民進黨立委，現在又羞辱馬郁雯，質疑中天是否應該對此負責並發布道歉啟示。他強調，馬郁雯的專業與認真應受到尊重，而不是被無端抹黑和羞辱。郭國文將與數位部協調，採取對策避免此類情況再次發生。
2,八卦 ( Gossiping ),[爆卦] 陳智菡fb," #新竹兒醫 可能圖利的，是內政部次長花敬群又不是我，要告，煩請不要搞錯對象。其實本黨李國璋新竹市東區市議員早就在2022年底就向新竹地檢署檢舉「新竹兒醫」涉嫌圖利。因為馬偕醫院於106年取得新竹市兒童醫院BOT的優先議約權並正式簽約，「簽約容積率」是250%，這讓當時許多也想爭取竹市兒醫的醫院，擔心賠錢而放棄了。然而，在107年8月某次馬偕醫院董事會中，卻有董事表示，「有請林智堅吃飯，林智堅市長親自保證百分之450%，絕對不會有問題」(這段錄音，已經過法院認證，確有此事，判決書在留言處） BOT 的案子反過來壓都委會，要來承諾我要給你這麼多的新增容積，這是個很奇怪的一個狀態....就一般的概念""就是圖利""」，第一次內政部退回，第二次內政部卻大轉彎「退回新竹市府逕辦」。所以，讓我們用同一個標準檢視：從250%到450%，從法院認證「林智堅市長說過保證450%，絕對不會有問題。」這些算不算林智堅圖利、獨厚馬偕的證據？如今林前市長現在拿出最高行政法院的《111年度上字第372號判決》，聲稱兒醫的容積率放寬 #合法合規，其實這點我很認同，因為容積率發放本來就是市府與相關機關的權責，合法與否，當然是以「行政法院」為準，而 #不是由沒有相關專業的刑事法院 來判定。所以林智堅市長真的不要緊張，我們談新竹兒醫，討論的不只是容積率放寬是否合法，而是司法是否雙標問題。柯文哲任內的台北市都委會卻被指稱違法？柯文哲卻變被告還遭羈押??這一切，不就證明了台灣的司法濫權濫訴，雙標得可怕。==========================================================================戰狼小姐姐出手了!快點收押前市長林智堅，要死大家一起死的概念?救不出阿北就幫阿北找室友，每個月20萬值得了!--",1,2024-09-10,https://www.pttbrain.com/ptt/article/M.1725949731.A.E71,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/1961a184-972a-451c-b3bf-39e1058f1c0d,https://d1pxdrw6gckt4w.cloudfront.net/network/cce40473-4c59-4191-9f97-a99ed923e08d,"        
陳智菡在Facebook上指出，新竹兒童醫院的圖利問題應指向內政部次長花敬群，而非她本人。她提到，李國璋早在2022年底就向新竹地檢署檢舉此事，因馬偕醫院在106年取得新竹市兒童醫院BOT的優先議約權，簽約容積率為250%。然而，107年8月馬偕醫院董事會上，有董事錄音顯示林智堅市長保證容積率可達450%，這已經過法院認證。BOT案反壓都委會，最終內政部改變立場，退回新竹市府自行處理。林智堅以最高行政法院的判決聲稱容積率放寬合法，但陳智菡認為問題在於司法雙重標準，並批評台灣司法濫權濫訴。最後，她諷刺地提到，希望能看到林智堅被收押，與柯文哲案相提並論。"
2,八卦 ( Gossiping ),[新聞] 柯文哲遭羈押！他爆柯兒隔日吃「上萬日,1.媒體來源:TVBS2.記者署名: 莊雅婷 報導3.完整新聞標題:柯文哲遭羈押！他爆柯兒隔日吃「上萬日幣牛排」　畫面曝光4.完整新聞內文:民眾黨主席柯文哲因捲入京華城案，遭羈押禁見，5日已被移送土城看守所，委任律師昨（9）日指出柯文哲確定不提抗告。而民進黨前議員王浩宇爆料，柯文哲的兒子柯博堯在父親被羈押禁見的隔天，去吃超貴的牛排內幕。王浩宇昨晚間在臉書指出，「柯兒子。在爸爸被抓之後，隔天還去吃超貴的美食（上萬日幣的牛排）而且平常都吃超好，根本不像一般的窮學生。」貼文一出，掀起熱議。有網友看不下去怒酸，「好厲害，好像你在旁邊吃一樣」。王浩宇親回該網友，「你每天外送那麼辛苦，他兒子隨便一餐就好幾千，我只能跟你說，不要那麼好騙。沒那麼清廉」、「我是真的認真跟你說，過幾天你會崩潰」、「我是把你當朋友，不想要你之後受到很大的打擊」。對於此爆料，藥師林士峰也發文說，「我以為罪人不孥，柯文哲都還沒被定罪，連個金流都一堆記者捕風捉影的報導。然後塔族現在在對柯文哲的兒子獵巫。」此話一出，王浩宇立刻回擊，「有人說針對他兒子幹嘛？你爸爸現在被抓你媽媽每天哭、阿公在病危，然後你在外面整天吃大餐，懂事嗎？至少不要Po網，到處炫耀吧？」認為柯文哲兒子不該自己貼文炫耀。不僅如此，王浩宇今（10）日凌晨更在臉書曬出媒體報導截圖補充，柯文哲兒子柯博堯臉書吃炸魚牛排大餐，寫下「懂事點啦孩子」，1句酸爆柯兒。 還好吧畢竟木可都匯450萬給柯文哲了--,1,2024-09-10,https://www.pttbrain.com/ptt/article/M.1725930000.A.49C,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/b766fa49-426a-4392-97ff-96a3b7c8272b,https://d1pxdrw6gckt4w.cloudfront.net/network/0446d5e2-c44f-4fb5-b230-c487fb4a1132,民眾黨主席柯文哲因捲入京華城案遭羈押禁見，5日已被移送土城看守所，其委任律師確認不提抗告。民進黨前議員王浩宇爆料，柯文哲的兒子柯博堯在父親被羈押隔天去吃上萬日幣的牛排，引發熱議。王浩宇在臉書上表示柯博堯平常就吃得很好，與一般窮學生不同，並批評他在父親被抓後還大吃大喝。對此，藥師林士峰表示柯文哲尚未被定罪，媒體報導過於捕風捉影，王浩宇則回應不應炫耀大餐。王浩宇之後更在臉書補充媒體報導截圖，繼續批評柯博堯的行為。
2,八卦 ( Gossiping ),[新聞] 陳佩琪多次帶現金存ATM！檢廉比對：金額,備註請放最後面 違者新聞文章刪除1.媒體來源:三立新聞2.記者署名:羅珮瑜、張舒涵、徐兆緯、李汶諭3.完整新聞標題:陳佩琪多次帶現金存ATM！檢廉比對：金額暴增至600多萬4.完整新聞內文:過去陳佩琪遭爆出，曾多次拿大筆現金存進ATM中，原先陳佩琪解釋，這100多萬來源是柯文哲稿費、演講費等等，但檢廉持續追查比對發現，金額暴卻增到600多萬元，加上陳佩琪說詞卻很反覆，如今檢廉持續將從金流還原事實。柯文哲太太陳佩琪（2024.09.01）：「我的錢每一分每一筆，都是清清楚楚，乾乾淨淨，明明白白來的」。陳佩琪多次在鏡頭前喊冤，強調自己金流絕對沒問題，但資深記者黃光芹點出，不懂為何陳佩琪能頻頻看上億豪宅。主持人黃光芹：「陳醫師為什麼這麼頻繁去看上億元豪宅，我做一個老記者，我在看整件事情的情況之下，我沒有辦法拍胸浦保證說他是我以前採訪的那個柯文哲」。陳佩琪陸續遭爆出涉及財產來源不明，更把上百萬現金分批存進ATM，她強調是自己的個人理財。柯文哲太太陳佩琪（2024.09.06）：「我會做ATM小額理財，就是因為我從2014年之後，本人變成一個名人之後，我就很少去櫃檯了，用一個機器對我來講，比較沒有壓力」。但檢廉一路向上清查發現，扣除先前陳佩琪所說薪水及丈夫柯文哲演講、稿費、版稅，發現還有約700萬元收支不符，而時間點也很恰巧，在應曉薇與柯文哲便當會，及京華城拿到建照二段期間內，陳佩琪多次帶現鈔到ATM存款至兒女名下，金額從原本查出的上百萬元爆增至600多萬元。民進黨台北市議員許淑華：「陳佩琪真的滿可愛的，她其實她的說法，都會讓大家覺得很傻眼，是不是還有其他不明的資金來源，我覺得這是檢調通盤都要去處理的，可是他不會短時間去講」。陳佩琪說法一變再變，檢廉正從金流要還原事實，如今陳佩琪的解釋能不能說服檢調和法官？外界都在看。5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:,1,2024-09-10,https://www.pttbrain.com/ptt/article/M.1725951829.A.596,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/915dc466-28df-40c5-8c42-a1101af75091,https://d1pxdrw6gckt4w.cloudfront.net/network/5358e320-9b01-42a2-a3a1-e3de58da6b37,陳佩琪多次被爆出拿大筆現金存入ATM，最初她解釋這些錢來自柯文哲的稿費和演講費。但檢廉比對後發現金額暴增至600多萬元，且陳佩琪的說辭反覆，引起外界質疑她的金流是否有問題。陳佩琪在鏡頭前強調自己的錢都是乾淨的，並解釋她選擇使用ATM小額理財是因為成名後不再去櫃檯。檢廉調查發現，扣除薪水和柯文哲的收入後，仍有約700萬元的收支不符，且這些存款多在特定時期分批存入兒女名下。民進黨台北市議員許淑華表示，陳佩琪的解釋讓人覺得有更多不明資金來源，檢調需全面調查。目前，外界關注陳佩琪的說法是否能說服檢調和法官。
2,八卦 ( Gossiping ),[問卦] 隔壁公司USB名單出來惹？, 如題 隔壁啦   真的太可怕了8 一天會見這麼多人 這個excel主人是不是會分身術R 有沒有卦？ 0.0----Sent from BePTT  --更各位看到隔壁來源不要跟著造謠捏這些大老闆都在看 可是爆文了捏！  那我碼的啦 我可不想吃散佈的罪名== 隔壁有高清無碼 ,1,2024-09-10,https://www.pttbrain.com/ptt/article/M.1725946567.A.231,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/bef8b384-1261-44aa-8d02-47d59aad3f99,https://d1pxdrw6gckt4w.cloudfront.net/network/914a0842-9ff3-403b-9bb9-573bc0f998e1,隔壁公司流出了一份USB名單，讓人感到十分驚訝和擔憂，因為名單上的人數眾多，且一天內見了不少人。這讓人懷疑名單的主人是否具備某種特殊能力。儘管消息來源不明，但已引發了廣泛的關注和討論。作者提醒讀者不要輕易相信和散佈謠言，特別是因為這些消息可能會被高層注意到。由於該話題已經成為熱點，作者表示不願意因散佈不實消息而承擔責任。
2,八卦 ( Gossiping ),[新聞] 柯文哲指示「快就好」積極介入！北檢約,SET三立新聞網柯文哲指示「快就好」積極介入！北檢約談都發局公務員釐清　訊後請回2024/09/10 17:38:00記者楊佩琪／台北報導檢廉10日約談一名任職都發局公務員。（圖／翻攝畫面）▲檢廉10日約談一名任職都發局公務員。（圖／翻攝畫面）台北地檢署偵辦民眾黨主席柯文哲京華城弊案，10日除提訊在押的柯文哲、台北市前副市長彭振聲外，約談1名任職北市府都發局的公務員先至廉政署作證，再送到北檢複訊，約2小時後請回。柯文哲是否曾親自指示彭振聲要「快就好」，以及彭是否還有交代相關公務員辦理，及是否施壓等情，都是釐清重點。根據了解，此次約談為檢廉偵查作為預定的計畫，雖然柯文哲不斷表示對於京華城容積率案都委會審議過程均不知情，但根據高等法院裁定發回更裁的理由可見，法官認為柯文哲有「積極介入」情事。週刊則報導，柯文哲曾親自寫下條子給彭振聲，指示「怎麼做都行，快就好」，被外界質疑柯文哲的「不知道」，根本是推卸責任。柯文哲的積極介入是否使得彭振聲對下面承辦公務員進行施壓，都是檢廉偵辦、約談要詢問的關鍵點之一。除10日約談1名公務員外，接下來也將持續密集約談相關人員，釐清整個圖利脈絡。 看來一個一個被抓去問了--,1,2024-09-10,https://www.pttbrain.com/ptt/article/M.1725962655.A.A3D,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/a97dbc51-846f-40c0-be02-a6b3142d4931,https://d1pxdrw6gckt4w.cloudfront.net/network/3c2d0e55-0e16-4e64-af8c-177cf0f6e581,台北地檢署針對柯文哲京華城弊案積極偵辦，10日約談一名任職北市府都發局的公務員，先在廉政署作證，後送至北檢複訊約2小時後請回。此次約談重點在於釐清柯文哲是否曾指示前副市長彭振聲「快就好」，以及彭振聲是否對相關公務員施壓。儘管柯文哲聲稱對京華城容積率案不知情，高等法院裁定卻認為他有「積極介入」情事。週刊報導指出，柯文哲曾親自寫條子給彭振聲，指示「怎麼做都行，快就好」，這引發外界質疑他是否在推卸責任。檢廉將持續密集約談相關人員，以釐清整個圖利脈絡。
1,男女 ( Boy-Girl ),[心情] 經濟規劃很難獲得女方認同,當板上很多人還在吵AA不AA的時候，因為自認矮胖醜又不太會說話，AA這件事情，從來沒有在交往的過程中出現過，除了少部分時候會由女方買單(低於一成)，以及出國可能會一部分由女方一起負擔部分外，多數的時候都當個稱職的ATM，從以前看到各種金額的餐廳心都會揪一下，到現在已經比較見怪不怪了。即使自己想當個稱職的ATM，但還是要論論自己的斤兩有多重，年薪勉強衝破受薪階級的PR90，140上下，說窮應該不至於到窮，但要在北部過得輕鬆，也確實不容易，自己平常省吃儉用，沒什麼特別的物慾，什麼情人節、生日、大小節慶，通通不會花到另一半的錢，生日頂多請我吃個千元等級的吃到飽加晚上打一砲我就很開心了。自己生活過得很節儉，但也知道，兩個人的生活沒有一點儀式感，沒有一點火花，沒有一點浪漫，那也真的是經營不起來，但在能力有限的範圍內，總會習慣性的跟對方說明一下自己的能力大概到哪個範圍，扣除我的基本生活費、買房基金、育兒基金、孝親費、基本儲蓄，大概剩餘能力的上限，就是每個月兩萬左右的開銷，雖然房子還沒買，小孩還沒生，但總也會需要一筆頭期款跟預備金，我也不希望另一半婚後會覺得，為什麼結婚後好像一切都變的更吝嗇了，所以希望交往的時候就控制在20萬/年這個區間，當然也可以理解如果對象收入也不錯時，可能兩萬的生活品質對對方會稍嫌低落，超過兩萬的部分就需要一起來分擔，以這個20萬/年來分配，每個人重視的東西不同，看是喜歡吃高級餐廳，還是國內旅遊，或者喜歡買3C/飾品/衣服，又或者希望規畫出國旅遊都沒關係，反正這個額度就依女方的需求來彈性調配，想要用在哪一部分都可以，就抓一個額度的總上限，想省吃儉用存起來的，我也曾經買過0050放在另一半戶頭，讓她感受存款投資帶來的長期效益。但總還是遇到差不多的問題。1.另一半永遠覺得沒花到那麼多，其實我也都概抓而已沒細算，但被說沒那麼多的時候就會想認真拿出信用卡帳單算給對方看，然後就會被說愛計較在那邊算那些帳...提出另一個方案就是每個月撥款到這個約會基金，帳由女方來管，有負責付錢跟記帳就會知道各種開銷真的都是積少成多，沒那麼簡單，但也都被說麻煩打槍，簡單說就是總覺得沒花這麼多，但又不願去面對現實。2.無法理解為什麼這樣的年收，一年只能拿20萬出來經營兩人生活，但事實上先不提這些顯性開銷，光隱性的開銷(車/油資，各種小筆不會計入開銷的金額ex.飲料，普通正餐)，其實累積起來也都很可觀，房貸部分，在新北想買個小三房，不貸個1500實在困難，貸個30年，一個月就要快6萬了，育兒的部分一個月沒有一萬五/一個應該也是起不來，光這兩大項扣除，再加上兩人的共同開銷20萬/年，其實就真的差不多乾了，但我的錢幾乎都100%投入到家庭內了，而我也不期待另一半負擔房貸、育兒金額的部分，在不用負擔這兩大項來說的狀況，哪怕是月收30k，生活品質可能都過的比我還好，但遇到的對象總覺得只願意拿20萬來經營生活很少，買房育兒這些太遙遠，跟她沒有太大的關係，簡單說看不到想跟你規劃未來生活的打算。3.比下有餘但總覺得比上不足，總是看到FB/IG好友閨密各種光鮮亮麗的生活，別人男友/老公月收不高但生活品質卻比較高(人家投對胎家人在台北買一棟房給他阿...)前任OOXX，網路上人家OOXX....永遠是比不上別人的那個4.無法理解未來規劃，我常說我省下來的錢，並沒有亂花，全部都是準備投入給未來家庭使用，只要妳是會想要走向家庭的人，應該可以理解，不論是結婚、蜜月、買房、生子，每一筆都是要馬上拿出大條的資金，而我已經先規劃準備好了，不用再煩惱這些，只要想走到最後，基本上存下來的這些，也都只是投入家庭跟兩人生活，但這些規畫似乎對女方永遠太遙遠....看到板上三不五時戰AA，總覺得自己已經離AA好遠了，但卻還是被嫌到臭頭，到底問題出在哪我也不懂，真的是我的觀念邏輯不對嗎？近期吵的幾個觀點，我實在也是無法理解。1.一年預算20萬，怎麼可能現在就花完了(六月才開始交往)，是一年20萬，不可以預支未來的部分阿，這樣會讓人覺得殺雞取卵....還曾經說過，今年有20萬，到明年就重新有20萬預算了，怎麼可能會超過???(這到底是什麼道理?)2.想要出國，遠超預算(前幾個月基本上都是透支預算，但也懶得細算)，跟團旅費約3萬/人，我說那你出一萬剩下我負擔，被說是在阻止他出國???3.覺得一年應該有20%的薪資是用在非必需品上才有基本生活品質，我年收140，她100，合理花費應該是48萬/年，確實可以理解收入高的情況下，對生活品質的開銷相對也會比較大很合理，就我原規劃中，那就是20萬部分我來負擔，超過的28萬部分看是一人一半個14萬，還是依收入比例可能我分16他分12萬來維持生活的品質這樣，對方覺得無法接受....家庭對現在女性好像真的好遙遠，買房育兒，這些是男方希望的，請男方自行努力，你規劃的你存下的那是你的夢想，不是我的夢想...吵到錢基本上這一關應該就又過不去了，有時候可能真的只能怪自己真的不夠努力不論是真實高收入的，家裡留間房的輕鬆過日子的，還是5~10年前咬著牙背房貸的人，或者是投資長期投入指數這幾年幾乎能翻倍，只要我有其中一項，可能現在狀況都會好很多，年紀也越來越大了，要再走入家庭的機率好像越來越低了，合適年齡的對象，基本上想結婚的高機率都結完了，是不是不要再幻想要走入家庭比較實在，趁著還有一點點體力，把前幾年存下來的錢好好的揮霍一下，一起來當個生活多采多姿的快樂月光族，多采多姿但沒未來的規劃或許會比現在的枯燥人生來的有吸引力一點吧。--其實交往前都有先確認方向，但實際交往後又是另一個狀況了沒有自認是ATM，文章內的形容詞只是表示自己真的也不會吝嗇到什麼都AA算請的狀態基本上約會出門會主動付錢這樣不懂為什麼只會聯想到外表....感謝你的建議，其實我也不是沒興趣，但比較但興趣相對是沒花什麼錢就是了，甚至還能當副業賺點外快這樣同理對男方先付出的也是打水漂了，並沒有走ATM路線，只是說明真的不是純AA的狀態。其實交往過幾個，比較像乞丐的應該是我XD扣除房貸後，真的跟一個月收五萬但家裡有房的差不多而已（甚至更低，因沒後援）已經走不下去了，只是兩任都類似問題，上來抒發一下情緒而已有自認能力不足，所以放手了我也覺得很硬，但有規劃應該還扛得住其實頭期已經有了，還沒買只是覺得買房這件是是會需要跟另一半一起規劃需求。已經走不下去才會上來抒發心情房貸30年，育兒20年起跳，怎樣能不 塞一起？其實交往前就有先提到，但就文內說的問題1.不覺得已經花到預算上緣2.要提高夠高的非必要開銷，否則沒有生活品質已經走不下去了頭痛的就是好像這年紀真的沒有想結婚還單身的了如其他版友回文一樣，受薪階級不代表全部，家裡有房，基本上等於年收+60以上有持續在努力，只是持續投入工作，好像反而會離成家越來越遠....你一定能通靈我是覺得在能力範圍內男生多負擔一點並不過分只是覺得已經先說好規劃了，對方也覺得OK，才進一步交往後還是覺得不行，覺得心累你如果沒有認真看內文不用回完全跟內文不一樣的奇妙推文其實前一任年薪也只有50，但也是差不多問題文內有說明，非生活必須開，普通正餐/飲料/交通這種並無記入，目前這位也無同居。內文有說了，可以交給對方來分配這些非必要支出的部分，只是也行不通願意負擔多一點跟舔狗有很大的距離，不然也不會這麼快就走不下去ATM只是自嘲，大家好像都只看到ATM....其實在認知到經濟能力有限時，確實沒有交往對象，下班後兼差繼續存錢，就希望能給想走入家庭的，覺得至少基本條件有足夠了或許可以分享一下你的財務規劃我來參考看看？綜觀各條件，當然不是PR90，我說的是受薪階級內的薪資所得，當然很多不是受薪階級或者是祖上積德有房的，可實質分配金額來說我想可能如其他板友說的落在50差不多並沒有，實際上交往前我都會說一下我的規畫，以及確認對方也有想要走入婚姻跟生小孩當然說的是不是真的這我很難短時間內就知道,1,2024-09-10,https://www.pttbrain.com/ptt/article/M.1725904981.A.7D5,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/4c0ea0f1-184c-44aa-a0b1-194d62f4b56f,https://d1pxdrw6gckt4w.cloudfront.net/network/30437ee8-1252-4128-87f3-b08837ffa5ee,文章作者分享了自己在經濟規劃和關係經營上的困難。他表示身為年薪約140萬台幣的上班族，雖然不算窮，但在北部生活仍不易，經常感覺自己像ATM，負責大部分開銷。儘管他努力控制每年20萬的約會開銷，並儲蓄買房和育兒基金，他的女友們總覺得他花錢太少，無法理解他的財務規劃，甚至覺得生活品質不高。作者認為兩人生活應有儀式感和浪漫，但在有限的經濟能力內，他常被指責計較開支，無法理解未來規劃。這讓他感到心累，懷疑是否應改變生活方式，轉向享受當下而非長期規劃。
2,八卦 ( Gossiping ),[爆卦] 鄭家純FB,鄭家純：有件嚴肅的事情想跟大家說是關於前幾天民眾黨活動上那位講英文的短髮女生一位我非常信任的人因為很擔心所以來告訴我一些實情希望能幫上忙實際內容為何因為是隱私不便透露在這邊我想請求大家若你有發佈、轉發她在台上的影片或曾經跟著大家對她有開玩笑的留言如果不造成你的困擾的話請刪除謝謝你們鳥鳥翻車了，快補救--,1,2024-09-10,https://www.pttbrain.com/ptt/article/M.1725940837.A.D73,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/1b1ff01b-8edf-45e0-9ee8-d2c179b0920c,https://d1pxdrw6gckt4w.cloudfront.net/network/21ac86c3-9db4-434c-bfeb-3853340d9716,鄭家純在Facebook上發表了一則嚴肅的聲明，提到民眾黨活動上一位講英文的短髮女生。鄭家純表示，出於對一位她非常信任的人的擔心，該人士告訴了她一些實情，但由於涉及隱私，無法公開具體內容。鄭家純請求大家，如果有發佈或轉發這位女生的影片，或曾跟著開玩笑留言的，若不造成困擾，希望大家能刪除相關內容。她強調這是為了補救該女生所面臨的困境。
2,八卦 ( Gossiping ),[新聞] 陳智菡稱馬偕兒童醫院容積率暴增！林智,陳智菡稱馬偕兒童醫院容積率暴增！林智堅：「合法合規」將採取法律行動三立新聞網2024年9月10日 週二記者高逸帆／台北報導民眾黨主席柯文哲因涉入京華城弊案，遭到收押禁見。民眾黨立法院黨團主任陳智菡昨指控，新竹市前市長林智堅通過新竹馬偕兒童醫院容積率從250%增加至450%，要全國一起查圖利。對此，林智堅今（10）日表示，該案合法合規，他已委託律師蒐集相關事證，將採取必要的法律行動。陳智菡昨晚透過臉書發文表示，林智堅時代通過新竹馬偕兒童醫院容積率從250%暴增到450%，比京華城560%到672%比例還高。陳智菡甚至說，國家住宅及都市更新中心董事長花敬群也認為「明顯圖利」，新竹市議員李國璋告發後，整整一年沒有人查。她說，「查圖利，全國查起來，大家說好嗎？」林智堅今深夜表示，民眾黨發言人及該黨民意代表，對他在市長任內盡心推動新竹市立兒童醫院案，一再做出不實抹黑。他強調，該案容積率調整合法合規，並有其必要性，他已委託律師蒐集相關事證，將採取必要的法律行動。林智堅指出，最高行政法院也已經做出111年度上字第372號判決，請有心人士停止造謠與抹黑。根據111年度上字第372號判決指出，暨原審已詳為論斷之原處分調增容積率有其必要性，符合都市計畫法第27條第1項第4款，其利益衡量亦無瑕疵等節，指摘原判決有不適用法規、適用法規不當及判決不備理由、違背經驗法則及論理法則之違法云云，亦無可採。,1,2024-09-10,https://www.pttbrain.com/ptt/article/M.1725915714.A.6CB,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/0c3a6b8c-cd34-45cd-9690-555dd30190de,https://d1pxdrw6gckt4w.cloudfront.net/network/40964a26-104a-42f8-a4e5-170827d3d340,民眾黨立法院黨團主任陳智菡指控新竹市前市長林智堅通過新竹馬偕兒童醫院容積率從250%增加至450%，涉嫌圖利，引發爭議。林智堅表示該案合法合規，並委託律師蒐集相關事證，將採取法律行動反擊陳智菡的不實指控。陳智菡在臉書上質疑該案例的合法性，並指國家住宅及都市更新中心董事長花敬群也認為此舉「明顯圖利」。此外，新竹市議員李國璋告發後長達一年未見查證行動。林智堅強調該案容積率調整皆依法律規範，並有其必要性，呼籲停止造謠。最高行政法院111年度上字第372號判決亦支持容積率調整的必要性和合法性，並駁回相關指摘。
